BOM_CMPNTS_ID;PRDCT;CMPNT;CMPNT_DSCR;CMPNT_BRTT_QTY;CMPNT_BRTT_QTY_UNT;PRDCT_BASE_QTY;PRDCT_TARG_QTY;CMPNT_RQRD_QTY;CMPNT_STCK_UNRS;CMPNT_STCK_RSTR;CMPNT_STCK_TRNS;CMPNT_STCK_QINS;CMPNT_STCK_BLCK;CMPNT_STCK_RTRN;CMPNT_STCK_TOT;CAN_BE_PRODUCED_UNRS;CAN_BE_PRODUCED_UNRS_QINS
1050075;10009882;1902431;Component 1902431;3000.00;KOM;1000.00;1000.00;3000.00;21134.00;0.00;0.00;0.00;0.00;0.00;21134.00;7044.66;7044.66
1050076;10009882;70020807;Component 70020807;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.40;0.00;0.40;0.00;0.00
1050077;10009882;700541;Component 700541;0.17;TKO;1000.00;1000.00;0.17;45.38;0.00;0.00;0.00;0.00;0.00;45.38;266994.11;266994.11
1050078;10009882;745282;Component 745282;100.51;M;1000.00;1000.00;100.51;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;270580.04;270580.04
1050079;10009882;745395;Component 745395;0.45;KG;1000.00;1000.00;0.45;783.01;0.00;0.00;0.00;0.00;0.00;783.01;1705921.56;1705921.56
1050080;10009882;746896;Component 746896;3.06;KG;1000.00;1000.00;3.06;39.80;0.00;0.00;0.00;0.00;0.00;39.80;13006.53;13006.53
1050081;10009882;795355;Component 795355;0.08;TKO;1000.00;1000.00;0.08;0.16;0.00;0.00;0.00;0.00;0.00;0.16;1882.35;1882.35
1050082;10009887;700541;Component 700541;0.03;TKO;1000.00;1000.00;0.03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1194447.36;1194447.36
1050083;10009887;745280;Component 745280;25.30;M;1000.00;1000.00;25.30;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;1066956.52;1066956.52
1050084;10009887;745395;Component 745395;0.10;KG;1000.00;1000.00;0.10;783.01;0.00;0.00;0.00;0.00;0.00;783.01;7676647.05;7676647.05
1050085;10009887;795149;Component 795149;0.17;TKO;1000.00;1000.00;0.17;26.66;0.00;0.00;0.00;0.00;0.00;26.66;156835.29;156835.29
1050122;10009895;795737;Component 795737;0.04;KOM;1000.00;1000.00;0.04;19.94;0.00;0.00;0.00;0.00;0.00;19.94;486365.85;486365.85
1050123;10009896;1902423;Component 1902423;3000.00;KOM;1000.00;1000.00;3000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050124;10009896;70020815;Component 70020815;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;8.50;0.00;8.50;0.00;0.00
1050125;10009896;700541;Component 700541;0.17;TKO;1000.00;1000.00;0.17;45.38;0.00;0.00;0.00;0.00;0.00;45.38;266994.11;266994.11
1050126;10009896;745282;Component 745282;100.51;M;1000.00;1000.00;100.51;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;270580.04;270580.04
1050127;10009896;745395;Component 745395;0.45;KG;1000.00;1000.00;0.45;783.01;0.00;0.00;0.00;0.00;0.00;783.01;1705921.56;1705921.56
1050128;10009896;746896;Component 746896;3.06;KG;1000.00;1000.00;3.06;39.80;0.00;0.00;0.00;0.00;0.00;39.80;13006.53;13006.53
1050129;10009896;795355;Component 795355;0.08;TKO;1000.00;1000.00;0.08;0.16;0.00;0.00;0.00;0.00;0.00;0.16;1882.35;1882.35
1050130;10009896;795737;Component 795737;0.04;KOM;1000.00;1000.00;0.04;19.94;0.00;0.00;0.00;0.00;0.00;19.94;486365.85;486365.85
1050131;10009897;1902369;Component 1902369;1000.00;KOM;1000.00;1000.00;1000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050132;10009897;1902636;Component 1902636;1000.00;KOM;1000.00;1000.00;1000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050133;10009897;1904256;Component 1904256;1000.00;KOM;1000.00;1000.00;1000.00;2178.00;0.00;0.00;0.00;0.00;0.00;2178.00;2178.00;2178.00
1050134;10009897;70020819;Component 70020819;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050135;10009897;700541;Component 700541;0.17;TKO;1000.00;1000.00;0.17;45.38;0.00;0.00;0.00;0.00;0.00;45.38;266994.11;266994.11
1050136;10009897;745282;Component 745282;100.51;M;1000.00;1000.00;100.51;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;270580.04;270580.04
1050137;10009897;745395;Component 745395;0.45;KG;1000.00;1000.00;0.45;783.01;0.00;0.00;0.00;0.00;0.00;783.01;1705921.56;1705921.56
1050138;10009897;746896;Component 746896;3.06;KG;1000.00;1000.00;3.06;39.80;0.00;0.00;0.00;0.00;0.00;39.80;13006.53;13006.53
1050139;10009897;795355;Component 795355;0.08;TKO;1000.00;1000.00;0.08;0.16;0.00;0.00;0.00;0.00;0.00;0.16;1882.35;1882.35
1050140;10009897;795737;Component 795737;0.04;KOM;1000.00;1000.00;0.04;19.94;0.00;0.00;0.00;0.00;0.00;19.94;486365.85;486365.85
1050141;10009912;70020810;Component 70020810;85.06;KOM;1000.00;1000.00;85.06;0.00;0.00;0.00;0.00;20.00;0.00;20.00;0.00;0.00
1050142;10009912;700540;Component 700540;0.08;TKO;1000.00;1000.00;0.08;13.14;0.00;0.00;0.00;0.00;0.00;13.14;154658.82;154658.82
1050143;10009912;700541;Component 700541;1.0e-03;TKO;1000.00;1000.00;1.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;45389000.00;45389000.00
1050144;10009912;737544;Component 737544;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050145;10009912;739023;Component 739023;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050146;10009912;741437;Component 741437;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050147;10009912;745395;Component 745395;0.25;KG;1000.00;1000.00;0.25;783.01;0.00;0.00;0.00;0.00;0.00;783.01;3070658.82;3070658.82
1050148;10009912;795640;Component 795640;1.02;KOM;1000.00;1000.00;1.02;683.00;0.00;0.00;0.00;0.00;0.00;683.00;669607.84;669607.84
1050149;10009912;80006690;Component 80006690;108.37;KG;1000.00;1000.00;108.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050150;10009913;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050151;10009913;700541;Component 700541;6.0e-03;TKO;1000.00;1000.00;6.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;7564833.33;7564833.33
1050152;10009913;732798;Component 732798;2.39;KOM;1000.00;1000.00;2.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050153;10009913;737452;Component 737452;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050154;10009913;743175;Component 743175;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050155;10009913;745282;Component 745282;3.45;M;1000.00;1000.00;3.45;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;7882898.55;7882898.55
1050156;10009913;745395;Component 745395;0.05;KG;1000.00;1000.00;0.05;783.01;0.00;0.00;0.00;0.00;0.00;783.01;15353294.11;15353294.11
1050157;10009913;746896;Component 746896;2.34;KG;1000.00;1000.00;2.34;39.80;0.00;0.00;0.00;0.00;0.00;39.80;16965.04;16965.04
1050158;10009913;844916;Component 844916;32.13;KG;1000.00;1000.00;32.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050159;10009914;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050160;10009914;700541;Component 700541;6.0e-03;TKO;1000.00;1000.00;6.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;7564833.33;7564833.33
1050161;10009914;732798;Component 732798;2.39;KOM;1000.00;1000.00;2.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050162;10009914;737479;Component 737479;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050163;10009914;743149;Component 743149;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050164;10009914;745282;Component 745282;3.30;M;1000.00;1000.00;3.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;8241212.12;8241212.12
1050165;10009914;745395;Component 745395;0.05;KG;1000.00;1000.00;0.05;783.01;0.00;0.00;0.00;0.00;0.00;783.01;15353294.11;15353294.11
1050166;10009914;746896;Component 746896;2.34;KG;1000.00;1000.00;2.34;39.80;0.00;0.00;0.00;0.00;0.00;39.80;16965.04;16965.04
1050167;10009914;844921;Component 844921;32.64;KG;1000.00;1000.00;32.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050168;10009915;700540;Component 700540;0.12;TKO;1000.00;1000.00;0.12;13.14;0.00;0.00;0.00;0.00;0.00;13.14;102703.12;102703.12
1050169;10009915;700541;Component 700541;0.02;TKO;1000.00;1000.00;0.02;45.38;0.00;0.00;0.00;0.00;0.00;45.38;2063136.36;2063136.36
1050170;10009915;732968;Component 732968;10.61;KOM;1000.00;1000.00;10.61;109.00;0.00;0.00;0.00;0.00;0.00;109.00;10265.58;10265.58
1050171;10009915;743971;Component 743971;0.12;TKO;1000.00;1000.00;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050172;10009915;745282;Component 745282;16.10;M;1000.00;1000.00;16.10;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;1689192.54;1689192.54
1050173;10009915;745395;Component 745395;0.15;KG;1000.00;1000.00;0.15;783.01;0.00;0.00;0.00;0.00;0.00;783.01;5117764.70;5117764.70
1050174;10009915;745534;Component 745534;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050175;10009915;745925;Component 745925;0.91;KG;1000.00;1000.00;0.91;88.00;0.00;0.00;0.00;0.00;0.00;88.00;95860.56;95860.56
1050176;10009915;844922;Component 844922;100.67;KG;1000.00;1000.00;100.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050177;10009917;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050178;10009917;700541;Component 700541;0.04;TKO;1000.00;1000.00;0.04;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1055558.13;1055558.13
1050179;10009917;732807;Component 732807;21.31;KOM;1000.00;1000.00;21.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050180;10009917;736220;Component 736220;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050181;10009917;740560;Component 740560;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050182;10009917;744838;Component 744838;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050183;10009917;745282;Component 745282;23.00;M;1000.00;1000.00;23.00;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;1182434.78;1182434.78
1050184;10009917;745395;Component 745395;0.15;KG;1000.00;1000.00;0.15;783.01;0.00;0.00;0.00;0.00;0.00;783.01;5117764.70;5117764.70
1050185;10009917;746762;Component 746762;0.40;KG;1000.00;1000.00;0.40;28.50;0.00;0.00;0.00;0.00;0.00;28.50;69852.94;69852.94
1050186;10009917;844923;Component 844923;120.87;KG;1000.00;1000.00;120.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050187;10009922;1903446;Component 1903446;1000.00;KOM;1000.00;1000.00;1000.00;4476.00;0.00;0.00;0.00;0.00;0.00;4476.00;4476.00;4476.00
1050188;10009922;1903454;Component 1903454;1000.00;KOM;1000.00;1000.00;1000.00;3438.00;0.00;0.00;0.00;0.00;0.00;3438.00;3438.00;3438.00
1050189;10009922;50003366;Component 50003366;1000.00;KOM;1000.00;1000.00;1000.00;11550.00;0.00;0.00;0.00;0.00;0.00;11550.00;11550.00;11550.00
1050190;10009922;70020842;Component 70020842;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;4.25;0.00;4.25;0.00;0.00
1050191;10009922;700541;Component 700541;0.08;TKO;1000.00;1000.00;0.08;45.38;0.00;0.00;0.00;0.00;0.00;45.38;527779.06;527779.06
1050192;10009922;745282;Component 745282;72.33;M;1000.00;1000.00;72.33;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;375972.90;375972.90
1050193;10009922;745395;Component 745395;0.45;KG;1000.00;1000.00;0.45;783.01;0.00;0.00;0.00;0.00;0.00;783.01;1705921.56;1705921.56
1050194;10009922;795334;Component 795334;0.04;TKO;1000.00;1000.00;0.04;0.09;0.00;0.00;0.00;0.00;0.00;0.09;2186.04;2186.04
1050195;10009932;5901057;Component 5901057
1050196;10009932;700541;Component 700541;0.03;TKO;1000.00;1000.00;0.03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1334970.58;1334970.58
1050197;10009932;745282;Component 745282;21.85;M;1000.00;1000.00;21.85;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;1244668.19;1244668.19
1050198;10009932;745395;Component 745395;0.16;KG;1000.00;1000.00;0.16;783.01;0.00;0.00;0.00;0.00;0.00;783.01;4803791.41;4803791.41
1050199;10009932;795149;Component 795149;1.02;TKO;1000.00;1000.00;1.02;26.66;0.00;0.00;0.00;0.00;0.00;26.66;26139.21;26139.21
1050200;10009932;795737;Component 795737;8.0e-03;KOM;1000.00;1000.00;8.0e-03;19.94;0.00;0.00;0.00;0.00;0.00;19.94;2492625.00;2492625.00
1050201;10009932;795841;Component 795841;17.00;KOM;1000.00;1000.00;17.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050202;10009932;795980;Component 795980;0.24;KOM;1000.00;1000.00;0.24;74.89;0.00;0.00;0.00;0.00;0.00;74.89;305710.20;305710.20
1050203;10009933;70020862;Component 70020862;1.02;TKO;1000.00;1000.00;1.02;2.57;0.00;0.00;0.00;0.00;0.00;2.57;2519.60;2519.60
1050204;10009933;70020864;Component 70020864;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00
1050205;10009933;70020866;Component 70020866;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050206;10009933;70020867;Component 70020867;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050207;10009933;700540;Component 700540;0.04;TKO;1000.00;1000.00;0.04;13.14;0.00;0.00;0.00;0.00;0.00;13.14;305720.93;305720.93
1050208;10009933;700541;Component 700541;1.0e-03;TKO;1000.00;1000.00;1.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;45389000.00;45389000.00
1050209;10009933;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1050210;10009933;795639;Component 795639;0.81;KOM;1000.00;1000.00;0.81;655.00;0.00;0.00;0.00;0.00;0.00;655.00;802696.07;802696.07
1050211;10009933;795640;Component 795640;0.61;KOM;1000.00;1000.00;0.61;683.00;0.00;0.00;0.00;0.00;0.00;683.00;1116013.07;1116013.07
1050212;10009933;795665;Component 795665;42.53;KOM;1000.00;1000.00;42.53;179.00;0.00;0.00;0.00;0.00;0.00;179.00;4208.39;4208.39
1050213;10009933;795737;Component 795737;1.0e-03;KOM;1000.00;1000.00;1.0e-03;19.94;0.00;0.00;0.00;0.00;0.00;19.94;19941000.00;19941000.00
1050214;10009933;795980;Component 795980;0.01;KOM;1000.00;1000.00;0.01;74.89;0.00;0.00;0.00;0.00;0.00;74.89;7489900.00;7489900.00
1050215;10009933;80006700;Component 80006700;4.68;KG;1000.00;1000.00;4.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050216;10009934;70020863;Component 70020863;1.02;TKO;1000.00;1000.00;1.02;3.18;0.00;0.00;0.00;0.00;0.00;3.18;3117.64;3117.64
1050217;10009934;70020865;Component 70020865;1.02;TKO;1000.00;1000.00;1.02;1.84;0.00;0.00;0.00;0.00;0.00;1.84;1803.92;1803.92
1050218;10009934;70020868;Component 70020868;1.02;TKO;1000.00;1000.00;1.02;9.00;0.00;0.00;0.00;0.00;0.00;9.00;8823.52;8823.52
1050219;10009934;70020869;Component 70020869;1.02;TKO;1000.00;1000.00;1.02;1.95;0.00;0.00;0.00;0.00;0.00;1.95;1911.76;1911.76
1050220;10009934;700540;Component 700540;0.04;TKO;1000.00;1000.00;0.04;13.14;0.00;0.00;0.00;0.00;0.00;13.14;305720.93;305720.93
1050221;10009934;700541;Component 700541;1.0e-03;TKO;1000.00;1000.00;1.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;45389000.00;45389000.00
1050222;10009934;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1050223;10009934;795639;Component 795639;0.81;KOM;1000.00;1000.00;0.81;655.00;0.00;0.00;0.00;0.00;0.00;655.00;802696.07;802696.07
1050224;10009934;795640;Component 795640;0.61;KOM;1000.00;1000.00;0.61;683.00;0.00;0.00;0.00;0.00;0.00;683.00;1116013.07;1116013.07
1050225;10009934;795665;Component 795665;42.53;KOM;1000.00;1000.00;42.53;179.00;0.00;0.00;0.00;0.00;0.00;179.00;4208.39;4208.39
1050226;10009934;795737;Component 795737;1.0e-03;KOM;1000.00;1000.00;1.0e-03;19.94;0.00;0.00;0.00;0.00;0.00;19.94;19941000.00;19941000.00
1050227;10009934;795980;Component 795980;0.01;KOM;1000.00;1000.00;0.01;74.89;0.00;0.00;0.00;0.00;0.00;74.89;7489900.00;7489900.00
1050228;10009934;80006701;Component 80006701;5.01;KG;1000.00;1000.00;5.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050229;10009936;70020873;Component 70020873;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050230;10009936;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050231;10009936;700541;Component 700541;0.08;TKO;1000.00;1000.00;0.08;45.38;0.00;0.00;0.00;0.00;0.00;45.38;527779.06;527779.06
1050232;10009936;720132;Component 720132;42.53;KOM;1000.00;1000.00;42.53;14.00;0.00;0.00;0.00;0.00;0.00;14.00;329.14;329.14
1050233;10009936;745282;Component 745282;42.09;M;1000.00;1000.00;42.09;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;646139.22;646139.22
1050234;10009936;745395;Component 745395;0.32;KG;1000.00;1000.00;0.32;783.01;0.00;0.00;0.00;0.00;0.00;783.01;2401895.70;2401895.70
1050235;10009936;745925;Component 745925;1.32;KG;1000.00;1000.00;1.32;88.00;0.00;0.00;0.00;0.00;0.00;88.00;66365.00;66365.00
1050236;10009936;795671;Component 795671;0.17;TKO;1000.00;1000.00;0.17;0.46;0.00;0.00;0.00;0.00;0.00;0.46;2758.82;2758.82
1050237;10009936;895101;Component 895101;151.16;KG;1000.00;1000.00;151.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050238;10009939;70020878;Component 70020878;1.48;KG;1000.00;1000.00;1.48;54.00;0.00;0.00;0.00;0.00;0.00;54.00;36265.95;36265.95
1050239;10009939;700541;Component 700541;2.0e-03;TKO;1000.00;1000.00;2.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;22694500.00;22694500.00
1050240;10009939;855998;Component 855998;4.08;KG;1000.00;1000.00;4.08;499.00;0.00;0.00;0.00;0.00;0.00;499.00;122303.92;122303.92
1050241;10009943;1904752;Component 1904752;3000.00;KOM;1000.00;1000.00;3000.00;17757.00;0.00;0.00;0.00;0.00;0.00;17757.00;5919.00;5919.00
1050242;10009943;700541;Component 700541;0.02;TKO;1000.00;1000.00;0.02;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1565137.93;1565137.93
1050243;10009943;745282;Component 745282;18.88;M;1000.00;1000.00;18.88;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;1440237.25;1440237.25
1050244;10009943;745395;Component 745395;0.08;KG;1000.00;1000.00;0.08;783.01;0.00;0.00;0.00;0.00;0.00;783.01;9549000.00;9549000.00
1050245;10009943;746896;Component 746896;0.85;KG;1000.00;1000.00;0.85;39.80;0.00;0.00;0.00;0.00;0.00;39.80;46441.07;46441.07
1050246;10009943;795547;Component 795547;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050247;10009943;795737;Component 795737;0.01;KOM;1000.00;1000.00;0.01;19.94;0.00;0.00;0.00;0.00;0.00;19.94;1994100.00;1994100.00
1050248;10009943;795993;Component 795993;14.17;KOM;1000.00;1000.00;14.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050249;10009944;70020896;Component 70020896;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;8.90;0.00;8.90;0.00;0.00
1050250;10009944;70020902;Component 70020902;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;37.62;0.00;37.62;0.00;0.00
1050251;10009944;70020903;Component 70020903;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;7.48;0.00;7.48;0.00;0.00
1050252;10009944;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050253;10009944;700541;Component 700541;0.05;TKO;1000.00;1000.00;0.05;45.38;0.00;0.00;0.00;0.00;0.00;45.38;796298.24;796298.24
1050254;10009944;745282;Component 745282;32.20;M;1000.00;1000.00;32.20;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;844596.27;844596.27
1050255;10009944;745395;Component 745395;0.17;KG;1000.00;1000.00;0.17;783.01;0.00;0.00;0.00;0.00;0.00;783.01;4526115.60;4526115.60
1050256;10009944;746762;Component 746762;0.96;KG;1000.00;1000.00;0.96;28.50;0.00;0.00;0.00;0.00;0.00;28.50;29411.76;29411.76
1050257;10009944;795848;Component 795848;65.28;M;1000.00;1000.00;65.28;8000.00;0.00;0.00;0.00;0.00;0.00;8000.00;122549.01;122549.01
1050258;10009944;795854;Component 795854;1.02;TKO;1000.00;1000.00;1.02;69.53;0.00;0.00;0.00;0.00;0.00;69.53;68167.64;68167.64
1050259;10009944;795855;Component 795855;1.02;TKO;1000.00;1000.00;1.02;6.58;0.00;0.00;16.00;0.00;0.00;22.58;6450.98;22137.25
1050260;10009944;795860;Component 795860;28.35;KOM;1000.00;1000.00;28.35;174.00;0.00;0.00;0.00;0.00;0.00;174.00;6136.26;6136.26
1050261;10009944;895093;Component 895093;50.89;KG;1000.00;1000.00;50.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050262;10009945;70020897;Component 70020897;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;9.10;0.00;9.10;0.00;0.00
1050263;10009945;70020902;Component 70020902;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;37.62;0.00;37.62;0.00;0.00
1050264;10009945;70020904;Component 70020904;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;7.37;0.00;7.37;0.00;0.00
1050265;10009945;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050266;10009945;700541;Component 700541;0.05;TKO;1000.00;1000.00;0.05;45.38;0.00;0.00;0.00;0.00;0.00;45.38;796298.24;796298.24
1050267;10009945;745282;Component 745282;32.20;M;1000.00;1000.00;32.20;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;844596.27;844596.27
1050268;10009945;745395;Component 745395;0.17;KG;1000.00;1000.00;0.17;783.01;0.00;0.00;0.00;0.00;0.00;783.01;4526115.60;4526115.60
1050269;10009945;746762;Component 746762;0.96;KG;1000.00;1000.00;0.96;28.50;0.00;0.00;0.00;0.00;0.00;28.50;29411.76;29411.76
1050270;10009945;795848;Component 795848;65.28;M;1000.00;1000.00;65.28;8000.00;0.00;0.00;0.00;0.00;0.00;8000.00;122549.01;122549.01
1050271;10009945;795854;Component 795854;1.02;TKO;1000.00;1000.00;1.02;69.53;0.00;0.00;0.00;0.00;0.00;69.53;68167.64;68167.64
1050272;10009945;795855;Component 795855;1.02;TKO;1000.00;1000.00;1.02;6.58;0.00;0.00;16.00;0.00;0.00;22.58;6450.98;22137.25
1050273;10009945;795860;Component 795860;28.35;KOM;1000.00;1000.00;28.35;174.00;0.00;0.00;0.00;0.00;0.00;174.00;6136.26;6136.26
1050274;10009945;895094;Component 895094;50.28;KG;1000.00;1000.00;50.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1050275;10009946;70020898;Component 70020898;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;8.00;0.00;8.00;0.00;0.00
1050276;10009946;70020902;Component 70020902;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;37.62;0.00;37.62;0.00;0.00
1050277;10009946;70020905;Component 70020905;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;6.47;0.00;6.47;0.00;0.00
1050278;10009946;700540;Component 700540;0.17;TKO;1000.00;1000.00;0.17;13.14;0.00;0.00;0.00;0.00;0.00;13.14;77329.41;77329.41
1050279;10009946;700541;Component 700541;0.05;TKO;1000.00;1000.00;0.05;45.38;0.00;0.00;0.00;0.00;0.00;45.38;796298.24;796298.24
1050280;10009946;745282;Component 745282;32.20;M;1000.00;1000.00;32.20;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;844596.27;844596.27
1050281;10009946;745395;Component 745395;0.17;KG;1000.00;1000.00;0.17;783.01;0.00;0.00;0.00;0.00;0.00;783.01;4526115.60;4526115.60
1050282;10009946;746762;Component 746762;0.96;KG;1000.00;1000.00;0.96;28.50;0.00;0.00;0.00;0.00;0.00;28.50;29411.76;29411.76
1050283;10009946;795848;Component 795848;65.28;M;1000.00;1000.00;65.28;8000.00;0.00;0.00;0.00;0.00;0.00;8000.00;122549.01;122549.01
1050284;10009946;795854;Component 795854;1.02;TKO;1000.00;1000.00;1.02;69.53;0.00;0.00;0.00;0.00;0.00;69.53;68167.64;68167.64
1050285;10009946;795855;Component 795855;1.02;TKO;1000.00;1000.00;1.02;6.58;0.00;0.00;16.00;0.00;0.00;22.58;6450.98;22137.25
1050286;10009946;795860;Component 795860;28.35;KOM;1000.00;1000.00;28.35;174.00;0.00;0.00;0.00;0.00;0.00;174.00;6136.26;6136.26
1050287;10009946;80006702;Component 80006702;49.98;KG;1000.00;1000.00;49.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
